creator,country of citizenship,educated at,ethnic group,place of birth,place of burial,place of death,sex or gender,fonte_educated_at,confianca_educated_at,observacoes_pesquisa,batch_origem,fonte_place_of_birth,confianca_place_of_birth,acervo,source,onde estudou,nome da escola,datas em que estudou,fonte_onde_estudou,fonte_nome_escola,fonte_datas_estudo,confianca_preenchimento,museum_json,lat_birth,lon_birth,score_birth,lat_death,lon_death,score_death
Keiya Sugano,,,,,,,,,,instituição identificada em fontes sumárias,,,,MAC; outros,MAC; outros,"Tóquio, Japão",Tokyo University of the Arts,s.d.,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,baixa,MAC USP,,,,,,
Kenichi Kaneko,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Kenji Yoshida,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Kenneth Kilstrom,United States,,,Chicago,,New York City,male,,,,,,,MAC,MAC,,,,,,,,,41.883229,-87.632398,100.0,40.7130466,-74.0072301,100.0
Kenneth Martin,United Kingdom,Royal College of Art,,Sheffield,,London,male,,,,,,,MAC,MAC,,,,,,,,,53.382525584,-1.468535662,100.0,51.50740836,-0.127698693,100.0
Kenny Scharf,United States,,,Hollywood,,,male,,,,,,,MAC; outros,MAC; outros,"Nova York, EUA",School of Visual Arts,1978–1980,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,alta,MAC USP,26.0117574,-80.1390551,100.0,,,
Kenzo Tabe,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Yoshie Yoshida,Japan,Kanagawa Prefectural Shonan High School,,Kōjimachi,,Tsurugashima,male,,,,,,,MAC,MAC,,,,,,,,,38.07396434,140.84424332,100.0,35.93461875,139.39303222,100.0
Kenzo Tanaka,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Kimi Nii,,,,Hiroshima,,,female,,,,,,,MAC,MAC,,,,,,,,,34.38524389,132.45534115,100.0,,,
Klaus Karall,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Koos Hooykaas,Kingdom of the Netherlands,,,Rotterdam,,'s-Graveland,male,,,datas aproximadas,,,,MAC; outros,MAC; outros,"Haia, Países Baixos","Royal Academy of Art, The Hague",c. 1920s,biografia institucional do artista; fontes de referência,biografia institucional do artista; fontes de referência,biografia institucional do artista; fontes de referência,media,MAC USP,51.918323034,4.493749988,100.0,52.240957026,5.123342649,100.0
Kōzō Mio,Japan,,,,,,male,,,,,,,MAC; outros,MAC; outros,,,,,,,,,,,,,,
Krsto Hegedušić,Hungary,,,Petrinja,Mirogoj Cemetery,Zagreb,male,,,,,,,MAC; outros,MAC; outros,"Zagreb, Croácia","Academy of Fine Arts, Zagreb",1926–1930,biografia institucional do artista; fontes de referência,biografia institucional do artista; fontes de referência,biografia institucional do artista; fontes de referência,alta,MAC USP,45.436257443,16.285364178,100.0,45.815916177,15.980642745,100.0
Krysztof Wodiczko,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Krzysztof Majchert,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Kuniichi Shima,Japan,Tama Art University,,Kōjimachi,,Tōmi-shi,male,,,,,,,MAC,MAC,,,,,,,,,38.07396434,140.84424332,100.0,36.35945187,138.33035427,100.0
Kurt Schwitters,Germany,,,Hanover,Engesohde city cemetery,Kendal,male,,,,,,,MAC,MAC,,,,,,,,,52.374550999,9.738083999,100.0,54.330420261,-2.747384039,100.0
Laci Freund,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Ladislav Novák,Czechoslovakia,"Faculty of Arts, Charles University in Prague",,Turnov,Old Cemetery in Třebíč,Třebíč,male,,,,,,,MAC,MAC,,,,,,,,,50.588923354,15.155585918,100.0,49.216738032,15.877842487,100.0
Laérico Redondo,Brazil,,,Paranavaí,,,male,,,,,,,MAC,MAC,,,,,,,,,-23.073769,-52.465311,100.0,,,
Birger Lipinski,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Larry Rivers,United States,Juilliard School,,New York City,,New York City,male,,,,,,,MAC,MAC,,,,,,,,,40.7130466,-74.0072301,100.0,40.7130466,-74.0072301,100.0
Lasar Segall,Brazil,Prussian Academy of Arts,,Vilnius,,São Paulo,male,,,inicia estudos de arte na Lituânia em 1905; instituição não identificada,,,,MAC; outros,MAC; outros,"Berlim, Alemanha; Berlim, Alemanha",Escola de Artes Aplicadas; Academia Imperial de Belas Artes,1906; 1906,Enciclopédia Itaú Cultural,Enciclopédia Itaú Cultural,Enciclopédia Itaú Cultural,media,MAC USP,54.701609712,25.266350902,100.0,-23.5486657,-46.6382522,100.0
Laura Cesana,,,,,,,,,,"A fonte lista várias etapas formativas, mas sem cronologia detalhada de cada curso livre.",,,,MAC; outros,MAC; outros,Brasil; Roma; Nova York; Lisboa; Boston,Temple University (Roma); Art Students League de New York; Universidade de Roma; Escola Superior de Educação pela Arte de Lisboa; Boston University,sem datas exatas na fonte,https://www.cps.pt/pt/artistas/laura-cesana | https://www.lauracesana.com/backgroundpt.html,https://www.cps.pt/pt/artistas/laura-cesana | https://www.lauracesana.com/backgroundpt.html | https://www.serigrafiaseafins.pt/post/arteemdestaque-laura-cesana,,media,MAC USP,,,,,,
Laura Vinci,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Lauri Ahlgrén,Finland,,,Vammala,,,male,,,,,,,MAC,MAC,,,,,,,,,61.342766454,22.907948928,100.0,,,
Laurita Salles,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Le Corbusier,Switzerland,École d'art de La Chaux-de-Fonds,,La Chaux-de-Fonds,Roquebrune-Cap-Martin,Roquebrune-Cap-Martin,male,,,,,,,MAC,MAC,,,,,,,,,47.098898203,6.824179187,100.0,43.757768775,7.473716192,100.0
Leda Catunda,Brazil,Fundação Armando Alvares Penteado,,São Paulo,,,female,,,"teve como mestres Regina Silveira, Julio Plaza, Nelson Leirner e Walter Zanini",,,,MAC; outros,MAC; outros,"São Paulo, Brasil",Fundação Armando Álvares Penteado (FAAP),1980–1984,https://pt.wikipedia.org/wiki/Leda_Catunda,https://pt.wikipedia.org/wiki/Leda_Catunda,https://pt.wikipedia.org/wiki/Leda_Catunda,alta,MAC USP,-23.5486657,-46.6382522,100.0,,,
Lee Adler,United States,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Lee Yuan-Chai,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Leland Fletcher,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Lenora de Barros,Brazil,University of São Paulo,,São Paulo,,,female,,,,,,,MAC,MAC,,,,,,,,,-23.5486657,-46.6382522,100.0,,,
Leo Castellani,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Léon Gischia,France,,,Dax,Cemetery of San Michele,Venice,male,,,instituição identificada em biografias sumárias,,,,MAC; outros,MAC; outros,"Paris, França",École des Arts Décoratifs,c. 1920s,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,media,MAC USP,43.708616207,-1.051795028,100.0,45.434608,12.338913,100.0
Leonard Baskin,United States,Yale University,,New Brunswick,,Northampton,male,,,,,,,MAC,MAC,,,,,,,,,46.634187415,-66.075149655,100.0,52.237873248,-0.8950312,100.0
